accession,virus,viral_family,host
NC_001491,Equid alphaherpesvirus 1,Orthoherpesviridae,Equus caballus
NC_001493,Ictalurid herpesvirus 1,Alloherpesviridae,Ictaluridae
NC_001494,Jaagsiekte sheep retrovirus,Retroviridae,Ovis aries
NC_001499,Abelson murine leukemia virus,Retroviridae,Mus musculus
NC_020474,Elephantid betaherpesvirus 1,Orthoherpesviridae,Elephantidae
NC_020485,Simian adenovirus 20,Adenoviridae,Chlorocebus aethiops
NC_020487,Titi monkey adenovirus ECC-2011,Adenoviridae,Simiiformes
NC_020499,Canine bocavirus 1,Parvoviridae,Canis lupus familiaris
NC_020500,Equus caballus papillomavirus 6,Papillomaviridae,Equus caballus
NC_020501,Equus caballus papillomavirus 7,Papillomaviridae,Equus caballus
NC_020807,Lyssavirus lagos,Rhabdoviridae,Boreoeutheria
NC_020808,Lyssavirus aravan,Rhabdoviridae,Myotis blythii
NC_020809,Lyssavirus irkut,Rhabdoviridae,Murina leucogaster
NC_020810,Lyssavirus duvenhage,Rhabdoviridae,Mammalia
NC_020881,Long-fingered bat hepatitis B virus,Hepadnaviridae,Miniopterus fuliginosus
NC_020902,Equine pegivirus 1,Flaviviridae,Equus caballus
NC_020904,Canine circovirus,Circoviridae,Canis lupus familiaris
NC_021201,Turkey hepatitis virus 2993D,Picornaviridae,Meleagris gallopavo
NC_021203,Porcine stool-associated circular virus 2,Smacoviridae,Sus scrofa
NC_021204,Porcine associated porprismacovirus 3,Smacoviridae,Sus scrofa
NC_021206,Bat associated circovirus 2,Circoviridae,Rhinolophus ferrumequinum
NC_021220,Enterovirus F,Picornaviridae,Bos taurus
NC_021221,Fowl aviadenovirus 5,Adenoviridae,Gallus gallus
NC_021472,Felis catus papillomavirus 3,Papillomaviridae,Felis catus
NC_021482,parechovirus C1,Picornaviridae,Murinae
NC_021483,Human papillomavirus 154,Papillomaviridae,Homo sapiens
NC_021541,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021542,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021543,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021544,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021545,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021546,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021547,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021548,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021549,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021550,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021551,Human rotavirus B,Sedoreoviridae,Homo sapiens
NC_021568,Human cyclovirus VS5700009,Circoviridae,Homo sapiens
KM591903,simian adenovirus 53,Adenoviridae,Macaca mulatta
KM595078,Cotia virus,Poxviridae,Euarchontoglires
KM598419,Meleagris gallopavo enteric parvovirus,Parvoviridae,Meleagris gallopavo
KM609480,Coxsackievirus A8,Picornaviridae,Homo sapiens
KM822593,Yak astrovirus,Astroviridae,Bos grunniens
KM983393,Bos taurus papillomavirus 15,Papillomaviridae,Bos taurus
KP036483,Coxsackievirus A14,Picornaviridae,Homo sapiens
KP071318,black sea bass-associated polyomavirus 1,Polyomaviridae,Centropristis striata
KP133076,Gemycircularvirus SL2,Genomoviridae,Homo sapiens
KP230449,harkavirus A1,Picornaviridae,Falco tinnunculus
KP265674,macacine gammaherpesvirus 12,Orthoherpesviridae,Macaca nemestrina
KP266741,Testudo hermanni ranavirus,Iridoviridae,Testudo hermanni
KP266742,German gecko ranavirus,Iridoviridae,Uroplatus fimbriatus
KP266743,tortoise ranavirus 1,Iridoviridae,Testudo kleinmanni
KP276343,Bos taurus papillomavirus 14,Papillomaviridae,Felis catus
KP284572,Avian leukosis virus ev/J,Retroviridae,Gallus gallus
KP967684,Rat cytomegalovirus ALL-03,Orthoherpesviridae,Rattus rattus
FJ445148,rhinovirus A66,Picornaviridae,Homo sapiens
FJ445149,rhinovirus A67,Picornaviridae,Homo sapiens
FJ445150,rhinovirus A68,Picornaviridae,Homo sapiens
FJ445151,Rhinovirus B69,Picornaviridae,Homo sapiens
FJ445152,rhinovirus A71,Picornaviridae,Homo sapiens
FJ445153,rhinovirus B72,Picornaviridae,Homo sapiens
FJ445154,rhinovirus A77,Picornaviridae,Homo sapiens
FJ445155,rhinovirus B79,Picornaviridae,Homo sapiens
FJ445156,rhinovirus A80,Picornaviridae,Homo sapiens
FJ445157,Rhinovirus A81,Picornaviridae,Homo sapiens
FJ445160,rhinovirus A82,Picornaviridae,Homo sapiens
FJ445161,rhinovirus B83,Picornaviridae,Homo sapiens
FJ445162,rhinovirus B84,Picornaviridae,Homo sapiens
FJ445163,rhinovirus A85,Picornaviridae,Homo sapiens
FJ445164,rhinovirus B86,Picornaviridae,Homo sapiens
FJ445167,rhinovirus A90,Picornaviridae,Homo sapiens
EF424627,Hepatitis C virus subtype 6o,Flaviviridae,Homo sapiens
EF424628,Hepatitis C virus subtype 6l,Flaviviridae,Homo sapiens
EF424629,Hepatitis C virus subtype 6c,Flaviviridae,Homo sapiens
EF429197,West Nile virus SPU116/89,Flaviviridae,Euarchontoglires
EF446615,Equine coronavirus,Coronaviridae,Equus caballus
EF552692,Foot-and-mouth disease virus O/UKG/7299/2001,Picornaviridae,Ovis aries
EF555645,enterovirus C102,Picornaviridae,Homo sapiens
EF558838,Macaca fascicularis papillomavirus 7,Papillomaviridae,Macaca fascicularis
EF558839,Macaca fascicularis papillomavirus 3,Papillomaviridae,Macaca fascicularis
EF558840,Macaca fascicularis papillomavirus 6,Papillomaviridae,Macaca fascicularis
EF558841,Macaca fascicularis papillomavirus 4,Papillomaviridae,Macaca fascicularis
EF558842,Macaca fascicularis papillomavirus 8,Papillomaviridae,Macaca fascicularis
EF558843,Macaca fascicularis papillomavirus 5,Papillomaviridae,Macaca fascicularis
EF582386,rhinovirus C5,Picornaviridae,Homo sapiens
EF667343,enterovirus A124,Picornaviridae,Cercopithecinae
EF667344,Enterovirus A92,Picornaviridae,Cercopithecinae
EU004663,Murine norovirus GV/WU11/2005/USA,Caliciviridae,Mus musculus
EU004681,Murine norovirus GV/CR15/2005/USA,Caliciviridae,Mus musculus
EU037962,Chikungunya virus Wuerzburg 1,Togaviridae,Catarrhini
EU140838,Simian hepatitis A virus,Picornaviridae,Macaca mulatta
EU142040,aquamavirus A1,Picornaviridae,Boreoeutheria
EU240895,Tursiops truncatus papillomavirus 3,Papillomaviridae,Tursiops truncatus
EU293537,Caprine arthritis encephalitis virus Roccaverano,Retroviridae,Capra hircus
EU360723,Bovine papillomavirus BAA5-Japan,Papillomaviridae,Bos taurus
EU410347,Human papillomavirus FA75/KI88-03,Papillomaviridae,Homo sapiens
EU410348,Human papillomavirus 110,Papillomaviridae,Homo sapiens
EU410349,Human papillomavirus 111,Papillomaviridae,Homo sapiens
EU420137,Bat coronavirus 1B,Coronaviridae,Miniopterus pusillus
EU420138,Miniopterus bat coronavirus 1,Coronaviridae,Miniopterus
EU439428,Swine parainfluenza virus 3,Paramyxoviridae,Sus scrofa
EU490515,Macaca fascicularis papillomavirus 10,Papillomaviridae,Macaca fascicularis
EU490516,Macaca fascicularis papillomavirus 9,Papillomaviridae,Macaca fascicularis
EU493091,Chelonia mydas papillomavirus 1,Papillomaviridae,Chelonia mydas
EU579859,Muromegalovirus G4,Orthoherpesviridae,Mus musculus domesticus
EU579860,Muromegalovirus WP15B,Orthoherpesviridae,Mus musculus domesticus
EU579861,Muromegalovirus C4A,Orthoherpesviridae,Mus musculus domesticus
EU627010,Soft-shelled turtle iridovirus,Iridoviridae,Trionychidae
EU627591,Human parainfluenza virus 4b,Paramyxoviridae,Homo sapiens
EU716175,Human parechovirus 8,Picornaviridae,Homo sapiens
FJ007373,enterovirus J103,Picornaviridae,Macaca mulatta
FJ025900,Simian adenovirus 43,Adenoviridae,Homininae
NC_023845,Raccoon polyomavirus,Polyomaviridae,Procyon lotor
NC_023852,Canis familiaris papillomavirus 13,Papillomaviridae,Canis lupus familiaris
NC_023858,Melegrivirus A,Picornaviridae,Meleagris gallopavo
NC_023860,Porcine parvovirus 6,Parvoviridae,Sus scrofa
NC_023861,Sicinivirus A,Picornaviridae,Aves
NC_023873,Enhydra lutris papillomavirus 1,Papillomaviridae,Enhydra lutris nereis
NC_023874,Human associated cyclovirus 10,Circoviridae,Homo sapiens
NC_023877,Porcine stool-associated circular virus 4,Circoviridae,Sus scrofa
NC_023878,Porcine stool-associated circular virus 5,Circoviridae,Sus scrofa
NC_023879,Fur seal faeces associated circular DNA virus,Circoviridae,Arctocephalus forsteri
NC_023882,Equus asinus papillomavirus 1,Papillomaviridae,Equus asinus
NC_023883,Cyanoramphus nest associated circular X DNA virus,,Cyanoramphus auriceps
NC_023884,Cyanoramphus nest associated circular K DNA virus,,Cyanoramphus auriceps
NC_023885,Mink circovirus,Circoviridae,Mustelinae
NC_023887,Turkey associated porprismacovirus 1,Smacoviridae,Meleagris gallopavo
NC_023891,Human papillomavirus 178,Papillomaviridae,Homo sapiens
NC_023894,Pygoscelis adeliae papillomavirus 1,Papillomaviridae,Pygoscelis adeliae
NC_023895,Rupicapra rupicapra papillomavirus 1,Papillomaviridae,Rupicapra rupicapra
NC_023984,Human cosavirus,Picornaviridae,Homo sapiens
NC_023985,aalivirus A1,Picornaviridae,Anas platyrhynchos
NC_023987,Mosavirus A2,Picornaviridae,Coracias garrulus
NC_024018,Pronghorn antelope pestivirus,Flaviviridae,Antilocapra americana
NC_024031,Atlantic salmon calicivirus,Caliciviridae,Salmo salar
NC_024070,rosavirus A2,Picornaviridae,Euarchontoglires
NC_024073,Enterovirus sp.,Picornaviridae,Mandrillus sphinx
NC_024078,Goose calicivirus,Caliciviridae,Anser sp.
NC_024118,New Jersey polyomavirus-2013,Polyomaviridae,Homo sapiens
NC_024120,megrivirus A2,Picornaviridae,Anas platyrhynchos
NC_024150,California sea lion adenovirus 1,Adenoviridae,Zalophus californianus
NC_024296,Canary bornavirus 3,Bornaviridae,Serinus canaria
NC_024300,Fulmarus glacialis papillomavirus 1,Papillomaviridae,Fulmarus glacialis
NC_024303,Bovine gammaherpesvirus 6,Orthoherpesviridae,Bos taurus
NC_024306,Pteropodid alphaherpesvirus 1,Orthoherpesviridae,Pteropus sp.
NC_024377,Simian pegivirus,Flaviviridae,Piliocolobus tephrosceles
NC_024382,Alcelaphine gammaherpesvirus 2,Orthoherpesviridae,Damaliscus lunatus jimela
NC_024443,Roundleaf bat hepatitis B virus,Hepadnaviridae,Hipposideros cf. ruber
NC_024444,Horseshoe bat hepatitis B virus,Hepadnaviridae,Rhinolophus alcyone
NC_024445,Tent-making bat hepatitis B virus,Hepadnaviridae,Uroderma bilobatum
NC_024446,Penguinpox virus,Poxviridae,Spheniscus demersus
NC_024447,Pigeonpox virus,Poxviridae,Columba livia
MZ089778,Microvirus mar32,Microviridae,Marmota flaviventris
MZ089779,Microvirus mar33,Microviridae,Marmota flaviventris
MZ089780,Microvirus mar34,Microviridae,Marmota flaviventris
MZ089781,Microvirus mar35,Microviridae,Marmota flaviventris
MZ089782,Microvirus mar36,Microviridae,Marmota flaviventris
MZ089783,Microvirus mar37,Microviridae,Marmota flaviventris
MZ089784,Microvirus mar38,Microviridae,Marmota flaviventris
MZ089785,Microvirus mar39,Microviridae,Marmota flaviventris
MZ089786,Microvirus mar40,Microviridae,Marmota flaviventris
MZ089787,Microvirus mar41,Microviridae,Marmota flaviventris
MZ089789,Microvirus mar43,Microviridae,Marmota flaviventris
MZ089790,Microvirus mar44,Microviridae,Marmota flaviventris
MZ089791,Microvirus mar45,Microviridae,Marmota flaviventris
MZ089792,Microvirus mar46,Microviridae,Marmota flaviventris
MZ089793,Microvirus mar47,Microviridae,Marmota flaviventris
MZ089794,Microvirus mar48,Microviridae,Marmota flaviventris
MZ089795,Microvirus mar49,Microviridae,Marmota flaviventris
MZ089797,Microvirus mar51,Microviridae,Marmota flaviventris
MZ089798,Microvirus mar52,Microviridae,Marmota flaviventris
MZ089799,Microvirus mar53,Microviridae,Marmota flaviventris
MZ089800,Microvirus mar54,Microviridae,Marmota flaviventris
MZ089801,Microvirus mar55,Microviridae,Marmota flaviventris
MZ089802,Microvirus mar56,Microviridae,Marmota flaviventris
MZ089803,Microvirus mar57,Microviridae,Marmota flaviventris
MZ089804,Microvirus mar58,Microviridae,Marmota flaviventris
MZ089805,Microvirus mar59,Microviridae,Marmota flaviventris
MZ089806,Microvirus mar60,Microviridae,Marmota flaviventris
MZ089807,Microvirus mar61,Microviridae,Marmota flaviventris
MZ089808,Microvirus mar62,Microviridae,Marmota flaviventris
MZ089809,Microvirus mar63,Microviridae,Marmota flaviventris
MZ089810,Microvirus mar64,Microviridae,Marmota flaviventris
MZ089811,Microvirus mar65,Microviridae,Marmota flaviventris
MZ364222,robinz microvirus RP_29,Microviridae,Petroica australis
MZ364224,robinz microvirus RP_32,Microviridae,Petroica australis
MZ364226,robinz microvirus RP_34,Microviridae,Petroica australis
MZ364227,robinz microvirus RP_35,Microviridae,Petroica australis
MZ364228,robinz microvirus RP_36,Microviridae,Petroica australis
MZ364230,robinz microvirus RP_38,Microviridae,Petroica australis
MZ364231,robinz microvirus RP_39,Microviridae,Petroica australis
MZ364232,robinz microvirus RP_40,Microviridae,Petroica australis
MZ364233,robinz microvirus RP_41,Microviridae,Petroica australis
MZ364234,robinz microvirus RP_42,Microviridae,Petroica australis
MZ364235,robinz microvirus RP_44,Microviridae,Petroica australis
MZ364236,robinz microvirus RP_45,Microviridae,Petroica australis
MZ364237,robinz microvirus RP_48,Microviridae,Petroica australis
MZ364238,robinz microvirus RP_56,Microviridae,Petroica australis
MZ364239,robinz microvirus RP_58,Microviridae,Petroica australis
MZ364240,robinz microvirus RP_61,Microviridae,Petroica australis
MZ364241,robinz microvirus RP_62,Microviridae,Petroica australis
MZ364242,robinz microvirus RP_65,Microviridae,Petroica australis
MZ364243,robinz microvirus RP_71,Microviridae,Petroica australis
MZ364244,robinz microvirus RP_74,Microviridae,Petroica australis
MZ364245,robinz microvirus RP_75,Microviridae,Petroica australis
MZ364246,robinz microvirus RP_76,Microviridae,Petroica australis
MZ364247,robinz microvirus RP_77,Microviridae,Petroica australis
MZ364248,robinz microvirus RP_78,Microviridae,Petroica australis
MZ364249,robinz microvirus RP_81,Microviridae,Petroica australis
MZ364250,robinz microvirus RP_82,Microviridae,Petroica australis
MZ364251,robinz microvirus RP_84,Microviridae,Petroica australis
MZ364252,robinz microvirus RP_86,Microviridae,Petroica australis
MZ364253,robinz microvirus RP_87,Microviridae,Petroica australis
MZ364254,robinz microvirus RP_92,Microviridae,Petroica australis
MZ364255,robinz microvirus RP_93,Microviridae,Petroica australis
MZ364256,robinz microvirus RP_94,Microviridae,Petroica australis
MZ364257,robinz microvirus RP_95,Microviridae,Petroica australis
MZ364258,robinz microvirus RP_96,Microviridae,Petroica australis
MZ364259,robinz microvirus RP_97,Microviridae,Petroica australis
MZ364260,robinz microvirus RP_101,Microviridae,Petroica australis
MZ364261,robinz microvirus RP_102,Microviridae,Petroica australis
MZ364262,robinz microvirus RP_103,Microviridae,Petroica australis
MZ364263,robinz microvirus RP_104,Microviridae,Petroica australis
MZ364264,robinz microvirus RP_105,Microviridae,Petroica australis
MZ364265,robinz microvirus RP_106,Microviridae,Petroica australis
MZ364266,robinz microvirus RP_107,Microviridae,Petroica australis
MZ364267,robinz microvirus RP_109,Microviridae,Petroica australis
MZ364268,robinz microvirus RP_110,Microviridae,Petroica australis
MZ364269,robinz microvirus RP_111,Microviridae,Petroica australis
MZ364270,robinz microvirus RP_112,Microviridae,Petroica australis
NC_002076,Torque teno virus 1,Anelloviridae,Homo sapiens
NC_002077,Adeno-associated virus - 1,Parvoviridae,Cercopithecinae
NC_002188,Fowlpox virus,Poxviridae,Phasianidae
NC_002195,Torque teno mini virus 9,Anelloviridae,Homo sapiens
NC_002199,Tupaia paramyxovirus,Paramyxoviridae,Tupaia belangeri
NC_002204,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002207,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002208,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002209,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002210,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002211,Influenza B virus (B/Lee/1940),Orthomyxoviridae,Homo sapiens
NC_002229,Gallid alphaherpesvirus 2,Orthoherpesviridae,Gallus gallus
NC_002232,Oryctolagus cuniculus papillomavirus 1,Papillomaviridae,Oryctolagus cuniculus
NC_002306,Feline infectious peritonitis virus,Coronaviridae,Felidae
NC_002361,Columbid circovirus,Circoviridae,Columba livia
NC_002469,Mamastrovirus 13,Astroviridae,Ovis aries
NC_002470,Turkey astrovirus,Astroviridae,Meleagris gallopavo
NC_002501,Frog adenovirus 1,Adenoviridae,Tetrapoda
NC_002512,rat cytomegalovirus strain Maastricht,Orthoherpesviridae,Rattus
NC_002531,Alcelaphine gammaherpesvirus 1,Orthoherpesviridae,Bovidae
NC_002532,Equine arteritis virus,Arteriviridae,Boreoeutheria
NC_002551,Vesicular exanthema of swine virus,Caliciviridae,Laurasiatheria
NC_010277,Merkel cell polyomavirus,Polyomaviridae,Homo sapiens
NC_010329,Human papillomavirus type 88,Papillomaviridae,Homo sapiens
NC_010354,bovine rhinitis B virus 1,Picornaviridae,Bos taurus
NC_010438,Miniopterus bat coronavirus HKU8,Coronaviridae,Miniopterus
NC_010562,Mammarenavirus chapareense,Arenaviridae,Homo sapiens
NC_010563,Mammarenavirus chapareense,Arenaviridae,Homo sapiens
NC_010584,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010585,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010586,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010587,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010588,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010589,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010590,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010591,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010592,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010593,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010594,American grass carp reovirus,Spinareoviridae,Cyprinoidei
NC_010624,Sapovirus Mc10,Caliciviridae,Homo sapiens
NC_010646,Beluga whale coronavirus SW1,Coronaviridae,Delphinapterus leucas
NC_010700,Mammarenavirus whitewaterense,Arenaviridae,Euarchontoglires
NC_010703,Mammarenavirus whitewaterense,Arenaviridae,Neotoma
NC_010701,Mammarenavirus tamiamiense,Arenaviridae,Sigmodon hispidus
NC_010702,Mammarenavirus tamiamiense,Arenaviridae,Sigmodon hispidus
NC_010704,Thottapalayam virus,Hantaviridae,Boreoeutheria
NC_010707,Thottapalayam virus,Hantaviridae,Boreoeutheria
NC_010708,Thottapalayam virus,Hantaviridae,Boreoeutheria
NC_010739,Ursus maritimus papillomavirus 1,Papillomaviridae,Ursus maritimus
NC_010757,Mammarenavirus flexalense,Arenaviridae,Oryzomys sp.
NC_010759,Mammarenavirus flexalense,Arenaviridae,Oryzomys sp.
NC_010758,Mammarenavirus latinum,Arenaviridae,Calomys callosus
NC_010760,Mammarenavirus latinum,Arenaviridae,Calomys callosus
NC_010800,Turkey coronavirus,Coronaviridae,Meleagris gallopavo
NC_010810,Saffold virus 2,Picornaviridae,Homo sapiens
NC_010817,Bandicoot papillomatosis carcinomatosis virus type 2,Papillomaviridae,Isoodon obesulus
NC_010820,African green monkey simian foamy virus,Retroviridae,Boreoeutheria
NC_010955,Xenopus laevis endogenous retrovirus Xen1,Retroviridae,Xenopus laevis
NC_010956,Human mastadenovirus D,Adenoviridae,Homo sapiens
NC_011050,Steller sea lion vesivirus,Caliciviridae,Caniformia
NC_011051,Capreolus capreolus papillomavirus 1,Papillomaviridae,Capreolus capreolus
NC_011109,Tursiops truncatus papillomavirus 1,Papillomaviridae,Tursiops truncatus
NC_011280,Sus scrofa papillomavirus 1,Papillomaviridae,Sus scrofa domesticus
NC_011310,Myotis polyomavirus VM-2008,Polyomaviridae,Myotis
JX227958,Hepatitis C virus subtype 4L,Flaviviridae,Homo sapiens
JX227960,Hepatitis C virus subtype 4v,Flaviviridae,Homo sapiens
JX227962,Hepatitis C virus subtype 4r,Flaviviridae,Homo sapiens
JX227963,Hepatitis C virus subtype 4g,Flaviviridae,Homo sapiens
JX227965,Hepatitis C virus subtype 2c,Flaviviridae,Homo sapiens
JX227967,Hepatitis C virus subtype 2m,Flaviviridae,Homo sapiens
JX227970,Hepatitis C virus subtype 4n,Flaviviridae,Homo sapiens
JX227972,Hepatitis C virus subtype 4m,Flaviviridae,Homo sapiens
JX227979,Hepatitis C virus subtype 4o,Flaviviridae,Homo sapiens
JX245014,Human immunodeficiency virus,Retroviridae,Homo sapiens
JX259273,MX polyomavirus,Polyomaviridae,Homo sapiens
JX262382,enterovirus C117,Picornaviridae,Homo sapiens
JX305995,Pig stool associated circular ssDNA virus,Smacoviridae,Sus scrofa
